headline,label,topic
Gold patch little moved Slight loss comes with bullion slightly softer,neg,Economic
Frontier loses its sparkle Stressed South African diamond miner struggles for survival,neg,Business
Nickel fails to excite Local producers fail to gain from threemonth high,neg,Economic
Unlisted producer collapses Company had highprofile backers,neg,Business
Buy Sell Hold OceanaGold Sandfire and Galaxy Downgrades for three midtier producers following December quarterly reports,neg,Business
Iron ore falls again Most metals under pressure despite market recoveries as doom clouds dog trading,neg,Economic
Constrained Gwalia reduces guidance St Barbara could lose up to 20000oz due to deep mine delays,neg,Operation
News Wrap Coal mining companies in Queensland to be slugged with new infrastructure levy,neg,Politics
Markets metals fall again Copper and tin hammered with even gold under pressure,neg,Economic
Metals hurts as ASX falls US recession fears hit Aussie miners,neg,Economic
News Wrap Water torture for miners as drought persists Aboriginal resources contractor ICRG into liquidation,neg,Business
Global stocks fall on return to trading US UK and European stocks fell overnight on global growth concerns,neg,Economic
Pallas kicks Vic goldfields in the guts We expect too much of our politicians writes Barry FitzGerald,neg,Politics
Mismanagement claims cause Aeris and Argonaut spat Partners have philosophical differences over pullback for prudent geophysics or more drilling,neg,Exploration
Resource stocks drop with the rest of the market Weak leads saw the ASX 200 drop 07 today with all sectors contributing to the negative session,neg,Economic
Gold the weakest sector Gold producers and explorers were mostly weaker today as the spot price dropped back towards US1280,neg,Economic
St Barbara target in unfortunate community stoush Aggressive security sees NGO call for mining title transfer to be blocked,neg,Business
Victorian gold sector to be hit with royalty MCA slams jobwrecking tax,neg,Politics
Chinese go cold on 67B Queensland project Adani fight may have claimed another victim,neg,Business
Millennium slides on disappointing downgrade Shares hit a threeyear low but company maintains optimism,neg,Business
News Wrap WA man forced to drive himself to get help after electric shock at mine site,neg,Health
Another soft session for ASX miners Trade tensions again a dampening force for buyers,neg,Business
NRW denies BGC reports Contractor pours cold water on speculation of 600M trump bid on WA rival,neg,Business
Copper at threemonth low Copper aluminium the worst performers overnight,neg,Economic
Base metals down across the board Gold and iron ore flat,neg,Economic
Soft day for gold patch Not a great deal of interest given bullions price,neg,Economic
US markets fall May 1317 Kinross Iamgold Peabody Consol Energy The Dow Jones Industrial Average lost 069 or 17837 points to finish the May 13 to 17 trading week at 2576400 and the SP 500,neg,Economic
Ausdrill scraps US note offer Ausdrill will not proceed with a US500 million note offering due to weakening market conditions,neg,Economic
Trade war will hit metals But it could be worse The Outcrop by Robin Bromby,neg,Economic
Legal Risk Discussion The disappointments in terms of mining code quality have failed to show signs of improvement,neg,Politics
Gold stocks FMG in demand as ASX miners generally languish Trade travails mean little interest in base metal stocks,neg,Economic
News Wrap Vale flags threeyear iron supply impact Livent executives to exit after lithium forecast slashed,neg,Economic
Public Equity Markets Secondary raisings Anyone hoping for a return to form for public equity markets into 2018 will have been disappointed,neg,Economic
Another gold major puts assets up for sale AngloGold Ashanti has kicked off a process to potentially exit its South African operations,neg,Business
Base metals fall ahead of tariff deadline USChina talks underway,neg,Politics
Lithium stocks lead slow mining market Global trade concerns crimping investor interest,neg,Economic
Trade tensions continue to dominate markets Wednesday was a mixed session for stocks and markets ahead of USChina trade talks,neg,Politics
Coal not essential to human progress Rio Climate change the focus of Rios Australian AGM,neg,ESR
Proposed legislation by Rep Grijalva in US a disaster in the making says AEMA The American Exploration  Mining Association AEMA has made the following statement in response to the Subcommittee on Energy and Mineral Resources Hearing discussing Rep,neg,Health
News Wrap Adani refuses to commit to size of scaleddown Carmichael McGowan launches attack on Palmer,neg,Business
BHP faces record UK lawsuit Miner woefully negligent according to claim,neg,Politics
Chiles claims conundrum SANTIAGO CHILE Â Rules which once helped turn Chile into a mining powerhouse have become a weight around its neck Chiles place as the worlds largest,neg,Politics
US stocks base metals down Better news for iron ore and gold,neg,Economic
Limited interest in miners Investor concerns on global matters dissuades buying,neg,Economic
Things arent all that glittering in WA gold WA gold space littered with calamities despite alltime high gold price,neg,Economic
US markets mixed April 29May 3 Pretium Cleveland Cliffs The Dow Jones Industrial Average fell 015 to 2650495 and the SP 500 Index rose 020 to 294564 Spot gold lost US740 per oz or,neg,Economic
TSX down April 29May 3 Anglo Pacific TMAC Centerra Orocobre The SPTSX Composite Index fell 072 to 1649443 Spot gold finished the trading week at US127850 per oz down US740 per oz or 060 The,neg,Economic
TSXV ends lower April 29May 3 Radius Osisko Cobalt 27 Aurania The SPTSX Venture Composite Index fell 070 to 60642 Shares of Radius Gold were the most traded posting a jump of 22 to 37 per,neg,Economic
News Wrap No budget boost from BHP Clive Palmer blames donation failure on Chinese giant Citic,neg,Business
Palmer candidate attacks CITIC Clive Palmers United Australia Party has taken issue with advertisements from CITIC Pacific Mining,neg,Politics
Fake news rife in critical minerals Strictly Boardroom suggests that issues in critical minerals are misunderstood,neg,Economic
Lack of interest in miners in tune with broader market Concerns about world trade dissuades buyers of equities,neg,Economic
Gold slumps to 2019 low Plus another shocker for base metals,neg,Economic
Slow Friday for most ASX miners Lithium producers are the exceptions,neg,Economic
News Wrap Dealmaker Fotios declared bankrupt,neg,Business
A taste of things to come The overnight metals bloodbath may not be the last The Outcrop by Robin Bromby,neg,Economic
Base metals in bloodbath LME was a sea of red overnight in what was an awful start to May for commodities,neg,Economic
Mystery as Aurelia MD Simpson exits Market unimpressed with surprise development,neg,Business
Debt stalking Tiger after shocking copper quarter Miner continues to struggle at Kipoi operation in DRC,neg,Business
Aguia directors cry foul over wreckers Allegations of collusion and obstruction risk in Brazilian phosphate development if coup successful,neg,Politics
Wesfarmers helps ASX miners after overnight metals slump Conglomerate bids for lithium developer Kidman,neg,Economic
Base metals mixed after Chinese data Despite weakerthanexpected Chinese PMI data released yesterday some base metals were higher,neg,Economic
Holding pattern for ASX mining investors Little impetus for buyers or sellers judging by flatness,neg,Economic
Northern Stars premiumsaving Pogo rebound Mess with market expectations and a stocks premium rating goes out the window says Barry Fitz,neg,Economic
Sunnyside Gold slams the EPA In early June the EPA announced that it has modified an order to Sunnyside so that the company helps pay for some of the cleanup investigation taking place in the Bonita Peak Superfund area,neg,ESR
Glencores Congo tragedy highlights security conundrum for miners Last Thursdays tragedy ratcheted up pressure on companies to make changes to security and community outreach,neg,Health
After deadly collapse Congo vows to remove illegal miners from Glencore concession Congos interior minister vowed to remove all illegal miners by Sunday from a copper and cobalt mine run by Glencore following a landslide this week that killed at least 43 of them,neg,Health
News Wrap Man dies after wall collapses at central Queensland coal mine,neg,Health
Chuquicamata strike to dent Chiles copper output Analysts forecast a 28 decline in the countrys June copper output,neg,Economic
Death toll rises at Glencore mine in Congo after collapse Army will deploy at the KOV openpit mine as the search for more victims continues,neg,Health
Death toll at Glencores mine puts spotlight on illegal mining Workers will go to extreme lengths to break into mine sites in Africa sometimes tunneling underneath walls or living underground to extract ore with a pickaxe,neg,Health
Global Wrap Acacia Glencore and more AcaciaBarrick stoush continues Glencore reports illegal miner deaths and more,neg,Health
Nickel stands out in cautious session Traders await direction from trade talks,neg,Economic
Glencore confirms 19 artisanal miners dead in DRC Glencore LON GLEN says 19 illegal artisanal miners have died with possible further unconfirmed fatalities when two galleries caved in at Kamoto Copper Cos KOV,neg,Health
Eco Oro pulls out of Colombia gold concession amid legal battle  letter Eco Oro is the second multinational miner to fully pull out of a major project,neg,Business
News Wrap Golds rally makes people cash in Rolexes BoAML fined for spoofing in precious metals futures,neg,Economic
Galaxy shipment delayed Hopes of normalised shipping schedule for June quarter dashed as export plans stumble,neg,Business
Trump gift to coal industry wont halt decline  report New EPA rules make life easy for coalfired plants but industry still cant compete with natural gas or renewables,neg,Politics
Pursuit savaged after cuts London listing plan pulled spending reductions and redundancies at vanadium hopeful,neg,Business
CEOs grappling with CSR issues Albanese Prominent mining voice articulates challenges for overseeing necessary cultural shifts,neg,ESR
BCD demands Stavely complete plant purchase Legal action begins over terminated Tasmanian deal,neg,Business
Nickel the leader during soft session for commodities Unsupportive backdrop of less certainty about both US interest rate cuts and trade resolution,neg,Economic
Gold exploration trends companies still cautious despite market rebound Canada returned to its gold exploration leadership position in terms of a number of projects drilled,neg,Exploration
Mixed base metal performers Directionless days ahead of more trade talk noise,neg,Economic
Royalty funding not under threat yet But a failure to evolve could see alternative financing firms returned to the sidelines,neg,Economic
Why Goldman thinks nickel is trading like a biotech startup  opinion Nickel is defying both the general macroeconomic concerns weighing on other industrial metals and signs its own internal dynamics are weakening,neg,Economic
Cautious investors leave miners little changed Attention focused on what comes out of upcoming G20 meeting,neg,Economic
News Wrap Strike at top copper miner may wipe 10000t from market,neg,Economic
Bridging debt for Sheffield Mineral sands developer trying to cut costs and find partner,neg,Business
Shaanxi replaced on Altura register Selldown follows slashed lithium order corporate restructure,neg,Business
Falling cobalt prices add fresh challenges to DRCs economy GDP growth in the DRC is expected to fall to 43 this year from 58 in 2018 due to a slowdown in mining activity triggered mainly by lower cobalt prices,neg,Economic
Strike at Chuquicamata may wipe 10000 tonnes from market The strike at the mine entered its 11th day on Monday with no signs of agreement between the company and unions,neg,Politics
Cautious session for ASX mining investors Market waiting for direction out of the US,neg,Economic
Gold Tiger slinks away Credo cry fails to interest gold bulls in IPO,neg,Business
OEMs a barrier in transition to autonomy in mining  report The study finds technology and business model obstacles in pursuing full autonomy urges mining sector to create open and interoperable standards,neg,Technology
Market drags to close as week wraps up ASX closes down after tough trading day,neg,Economic
Metals Commentary Chromium markets suppressed with ongoing surplus ore supply says Roskill The following is an edited release by Londonbased metals market consultants Roskill For more information visit wwwroskillcom The current price for primary South African chrome,neg,Economic
News Wrap Gove suspended amid safety concerns New freight fuel rules give edge to Australian iron ore,neg,Health
Rio cuts iron ore guidance Company experiencing operational challenges in the Pilbara,neg,Operation
Gruyere adds to WA gold setbacks Gruyere delayed and guidance downgraded,neg,Business
Argentina court upholds glacier protection law SANTIAGO CHILE  In a landmark ruling Argentinas Supreme Court has upheld radical legislation to protect the countrys glaciers with major implications for the mining,neg,Politics
Rio Tinto axes iron ore fullyear forecast again It now expects to produce between 320 and 330 million tonnes of the steel making ingredient in 2019 down from a previous guidance of 333 to 343 million tonnes,neg,Business
Stavely dumps Beaconsfield option No reason given for compelling acquisition losing its lustre,neg,Business
Strike stokes iron ore portfolio Minnow follows the money back into the bulks in the hopes of cashflow,neg,Business
Copper story still intact says CRU Emerging copper projects still face multitude of hurdles,neg,Economic
Syrah on the capital raising trail again Graphite heavyweight blames soft market,neg,Business
Acacia disputes Barricks criticism of mine plans asks investors to take no action The African gold miner promised a detailed response to Barricks claims that its mine plans in Tanzania are not appropriately risked or supportable,neg,Business
Gold explorers told to up the ante Yet another report raises concerns about the lack of gold discoveries,neg,Exploration
Metals mostly weaker on growth concerns Base metals were mixed overnight ahead of data that showed a big drop in US manufacturing activity,neg,Economic
US senators coalition escalate complaints on Canadian province mining pollution US lawmakers have sent a letter to the premier of Canadas British Columbia complaining about the lack of oversight of mining projects in the western province many of which they say are endangering crossborder rivers,neg,Politics
Editorial Global geopolitics sideswipe African uranium miners The global uranium mining market in the 2010s took a hit from the Fukushima nuclear disaster in Japan in 2011  which cut global uranium,neg,Politics
Gold patch loses a percent Dacian has a better day after period of major pain,neg,Economic
Chiles Chuquicamata copper mine operations halved amid strike More than 3000 unionized workers at the worlds top copper producers sprawling Chuquicamata copper mine walked off the job last week,neg,Politics
Negative start to mining week on ASX Market of late has been either up or down depending mainly on trade sentiment,neg,Economic
Nondisclosure of dam safety risks could prompt big investors to pull out Investors with a combined 125 trillion in assets could review their stakes in resource companies that use storage dams if they do not release information to assess safety risks,neg,Health
Pilbara plunges on customer issues Chinas lithium buildup slower than expected sees Pilgangoora production,neg,Operation
TSX Venture falls June 1014 Alexandria Bonterra Great Bear Eagle Graphite The SPTSX Venture Composite Index fell 146 to 58784 during the trading week An unsolicited takeover offer for Alexandria Minerals from Agnico Eagle Mines sent,neg,Economic
One trapped miner in Chile rescued one dead one remains missing Chilean authorities found alive one of three Bolivian miners trapped beneath the rubble at a small copper mine early on Saturday while another was found dead,neg,Health
News Wrap Missing sailors body found Qld says federal decision on Adani reeked of political interference,neg,Health
Syrah to lose ASX 200 spot Graphite producer Syrah Resources will be removed from the SPASX 200 later this month,neg,Business
Strike at Codelcos largest copper mine triggers new supply fears About 3200 unionized workers at Codelcos Chuquicamata copper mine in Chile downed tools on Friday after failing to reach a deal with the company,neg,Politics
Trip hazards on the golden road More worries for those investing in the gold sector The Outcrop by Robin Bromby,neg,Business
Centennial to be recapitalised Collapsed gold producer Centennial  will seek to raise up to A85M as part of a recapitalisation,neg,Business
Canadas Supreme Court rejects First Nations appeal on copper mine According to the Tsilhqotin the provincial permit allows Taseko to clear 76 kilometres of new or modified road and trail and drill up to 122 test holes near the Fish Lake area,neg,Politics
Nigerian zinc miner Symbol calls in administrators Has debt owed to major shareholder Noble,neg,Business
Facts n Figures World copper mine production falls 18 in early 2019 ICSG says The following is an edited release from the International Copper Study Group ICSG showing preliminary data for world copper supply and demand for February 2019,neg,Economic
News Wrap Glencore probed by UK fraud watchdog over suspicions of bribery,neg,Crime
DDay arrives for tailings dam management Industry set to split between the wills and will nots,neg,Health
Glencore shares slump on UK bribery investigation Glencores woes mount on news the UK prosecutor was investigating alleged bribery,neg,Crime
Gold rally pauses US president Donald Trumps weekend trade deal with Mexico saw golds safe haven status wane,neg,Politics
Gold drops back below 1500 ,neg,Economic
South32 formalises South African coal exit Seriti to make upfront and deferred payments,neg,Business
Plimer seeks Silver City return Founders frustrated by lack of action at Broken Hill explorer,neg,Business
The big copper short is back as macro fears return Andy Home The trade war has returned with a vengeance as copper and other industrial metals come under sustained fund selling pressure,neg,Economic
Mining Briefs Alto Helix and more Alto boosts Sandstone resources Helix delivers first Collerina estimate Metro downgrades and more,neg,Business
Consultancy sees gold plateauing next year Refinitiv sees weak gold market fundamentals keeping a lid on prices in 2020,neg,Economic
BMI critical of new lithium price benchmark The LMEs drive to establish a single lithium price at odds with market mechanics,neg,Economic
Super Pit contributes to lower Newmont guidance Issues at newly acquired Goldcorp assets and mining restrictions in Kalgoorlie weigh on gold major,neg,Operation
Resources contracts off to a slow start in FY20 Argonaut says volume of work has been disappointing,neg,Economic
BHP warns on Aussie dams Four out of five of BHPs highestrisk tailings dams are in Australia,neg,Health
Bonus schemes play a role in tailings dams failures  research According to a paper in Resources Policy such compensation packages actively encourage managers to cut costs and increase production regardless of the risks associated with those decisions,neg,Health
Dryblower on how to lose money in a rising gold market Last weeks unusual smell in the air was a combination of burning reputations in the gold industry,neg,Economic
News Wrap Its time to move on from Adani Trad Top uranium producer is gloomy about nuclear power for now,neg,Technology
Ausdrill flags writedown Contractor says hit will not impact guidance,neg,Business
South Deep setback for Gold Fields,neg,Business
Ecuadorean groups at odds over mining referendum Hearing extended decision due later this month,neg,Politics
Another miss from Syrahs Balama New graphite project has had challenges and difficult market,neg,Business
Buyers bypass ASX resource sector Aside from the gold space no interest in miners,neg,Economic
Dacian punished for sins of the gold sector Market reaction compounded by recent bad news,neg,Business
Trade trouble noise talks down metal prices Red metal decline reflects the troubled situation,neg,Economic
Miners still struggling to find market relevance Minings top 40 continues to lag market despite improved performance says PwC,neg,Economic
Investors sell gold patch A good week thus far came to an end Wednesday,neg,Economic
SA coal exit and Hermosa to prop South32 Its been tough in recent months for miners that dont have iron ore production writes Barry Fitz,neg,Business
Gold miners down ,neg,Economic
Dacian shares demolished after disappointing production numbers Gold miner has reduced short and longer term forecasts,neg,Business
The wrong Angle on Ramaphosa Sometimes it is really hard to admit when you are wrong writes Barry Avery in African Angle,neg,Politics
Mixed session for metals overall,neg,Economic
NRW facing 35 million Gascoyne exposure Gold miner in administration equals bad news for contractor,neg,Business
Peak cost increases for Aurelia while Nymagee now on hold News from Cobar Basin not good for miner,neg,Business
Juniors stuffed but turning point approaching Despondency in the junior mining space reaching a peak says Hedley Widdup,neg,Economic
News Wrap Gascoynes trading halt has investors nervous,neg,Business
Gascoyne investors suffer shocking failure Administrator called in as new mine continues to under perform,neg,Operation
Capital Watch Carnavale Element 25 and more Capital raisings in the junior space slowed over the past week,neg,Economic
TSX down May 2731 Agnico Newmont Goldcorp Moneta Porcupine The USChina trade dispute continued to rattle investor sentiment with the SPTSX Composite Index down 119 to 1603750 The bleak trade outlook also put pressure,neg,Politics
US markets slip May 2731 Buenaventura StillwaterSibanye Gold Fields Trade tensions between the US and China drove the Dow Jones Industrial Average down 301 to 2481504 while the SP 500 Index lost 262 to,neg,Economic
News Wrap Climate protesters pepper sprayed outside mining conference in Melbourne,neg,Politics
Cratering demand signals more trouble in coal country The wave of Chapter 11 filings seems to be picking up as coal consumption falls and coalfired power plants go offline,neg,Economic
Vale triggers emergency protocol at Ouro Preto dam Three other nearby dams Forquilha I II and III have already been halted because of what the regulator deems as a Level 2 emergency,neg,Health
Fed cuts interest rates The US Federal Open Market Committee has cut interest rates for the third time this year,neg,Economic
A tenth of the worlds tailing dams have had stability issues This is one of the conclusions from a global inquiry launched after the collapse of a dam in Brazil that killed hundreds,neg,Health
The copper market is so bleak miners are turning to the gospel The mood is a reversal from a year ago as demand for most metals suffers due to the USChina trade war,neg,Politics
Guyana Goldfields to miss guidance stock falls to lowest since 2008 A mine plan review is underway with results expected in Q1 2010,neg,Operation
Rio Tinto flags higher costs cloudy Australian aluminium future Rio which could become the worlds top iron ore producer this year was beset by weather and operational issues in the first quarter which caused it to cut its annual guidance,neg,Operation
News Wrap Mining conference delegates tell of abuse by climate change protesters,neg,ESR
Australia to review environmental protection act Delays in EPBC decisions are estimated to cost the economy around 300 million a year and frustrate both business and environmental groups,neg,ESR
Zimbabwe eyes platinumled revival Miners see little chance The southern African nation is facing the first contraction in gross domestic product since 2008,neg,Economic
Miners follow rest of ASX market down Markets awaiting US interest rate news,neg,Economic
Are we getting overexcited about the EV revolution Panellists at LME week said the EV revolution was not being overhyped despite weak sales,neg,Technology
Rios lithium muddle and why ioneer could benefit Rios intermittent messaging around lithium has become increasingly confused writes Barry Fitz,neg,Business
FMG faces heat at AGM Forrest says the company will stand its ground on a number of contentious issues,neg,Business
Galantas Gold suspends blasting operations at Irish mine While some operations will continue at the Omagh gold mine the Canadian junior will reduce its workforce and try raising funds,neg,Operation
Nickel unmoved by Indo news Nickel fell overnight despite Indonesia announcing the immediate stop of exports,neg,Politics
Top US private coal miner Murray Energy files for bankruptcy The Ohiobased miner is the eighth coal company to go under over the past year as demand for the fossil fuel continues to diminish,neg,Business
Hudbay vows appeal after court affirms Arizona project ruling At issue is the validity of mining claims that would allow the company to dispose of mine waste on public lands adjacent to its operations,neg,Operation
Even a lifelong copper bull isnt sure the next move will be up Its a dramatic shift from a year ago when just about everyone in the industry was bullish on the metal used in pipes and wires,neg,Economic
BHP says Escondida copper mine in Chile operating at reduced rate UJnion workers walked off the job for part of the day on Tuesday in solidarity with the antigovernment protest movement across Chile,neg,Operation
Pilbara says lithium market deteriorating Uncertainty hits Pilgangoora as jobs go and stockpiles used for campaign milling,neg,Operation
Indonesia suspends nickel ore exports with immediate effect The mineral meant for exports during the rest of the year will be absorbed by domestic companies with smelters,neg,Politics
What a difference a year makes gloom and doom at Metals Week The metals world is descending on London for the biggest annual bash in the industrys calendar but theres not much to celebrate,neg,Economic
Stung by sliding prices lithium industry pares back expansions Albemarle SQM and other lithium producers have been scaling back expansion plans as nearterm oversupply concerns drag on prices,neg,Economic
Minor delay resource change for Sandfires Black Butte Red metal hopefuls Montana million faces small green tape issue recalculated copper,neg,Operation
More abstract thinking about lithiumion battery substitution Strictly Boardroom does some more abstract thinking on lithium battery substitution risks,neg,Technology
Dryblower on Rios lithium smokescreen which covers the nogrowth problem Is Rios lithium announcement just a cover for a lack of growth options,neg,Business
Glencore cuts copper guidance to halt some Congo operations The company sees fullyear copper production reaching just under 14 million tonnes versus the 145 million previously anticipated,neg,Operation
Miners face tsunami on environmental social governance front SG criteria is a set of operating standards used by socially conscious investors to screen potential investments concerning stewardship of the natural environment,neg,ESR
Navajo shuts down Spring Creek coal mine over sovereign immunity dispute The Navajo Nation could face up to 1 billion in clean up costs,neg,Politics
Mining challenges for 2020 Theres plenty of them The Outcrop by Robin Bromby,neg,Economic
Coal power plants face 73 billion losses in Europe in 2019 Almost 80 of lignite and hard coalfired generators will be unprofitable this year a hit the industry is unlikely to survive without government help,neg,Politics
Papua New Guinea orders Chinaowned Ramu nickel plant to shut Ramu Nickel was ordered shut for not adhering to remedial measures issued six weeks ago,neg,Politics
Teck to lay off workers cut spending as USChina trade war weighs on profit Canadas largest diversified miner will continue to forge ahead with its key Quebrada Blanca Phase 2 project in Chile,neg,Business
No jobs to go as Galaxy plans mining reduction CEO says plant improvements will allow stockpile use as miner seeks to ride out oversupply,neg,Business
News Wrap FIFO worker sues mining company after dingo attack left hole in her arm,neg,Health
Firestone Diamonds revenue down as recovery rates sales fall Firestone will review 2020 guidance following unexpected power cuts at its Liqhobong mine in Lesotho,neg,Business
Newcrest Mining firstquarter output down WafiGolpu project delayed Gold production for the three months ended Sept 3 fell 67 to 511636 ounces hurt by lower grades and shutdown overruns at its Cadia mine,neg,Operation
Most Chilean mines disrupted as Codelco workers join in countrywide strike The nations powerful coppermining unions are encouraging members to down tools in solidarity with antiinequality demonstrations,neg,Politics
Miners face tsunami on environmental social governance front The next generation of mining leaders will arrive with a tsunami of environmental social and governance ESG concerns says Claudia Mueller associate director of the,neg,ESR
Production steady but exploration disappoints Medusa Australian prospects downgraded as CoO gold output remains strong,neg,Exploration
News Wrap Kalgoorlie mine workers evacuated from Frogs Leg mine after more than 100 seismic events in one day,neg,Health
Jewelers are already nostalgic for the end of pink diamonds The Argyle mine is set to close at the end of next year now that its supply of economically viable jewels has been exhausted,neg,Economic
Anglo American cuts annual copper forecast on Chile water woes Anglo reported an 8 drop in output of the red metal in the quarter as its Los Bronces mine in Chile struggled with water shortage,neg,Business
while nickel has dropped,neg,Economic
Health and safety bigger risks to artisanal miners that conflict minerals  report Firstever longterm artisanal and smallscale mine site monitoring data study reveals challenges in battery metals supply chains,neg,Health
Editorial Cratering demand signals more trouble in coal country The shift from coal to cheaper and cleaner fuel sources like natural gas and renewables claimed another victim in the US last week Peabody Energy,neg,Economic
BHP to take hit on renewable move Miner flags halfyear charge of US780M,neg,Business
Workers at Chiles Escondida copper mine worlds largest to down tools Unionized miners will hold a daylong strike on Tuesday in a show of solidarity with ongoing protests over the high cost of living and extreme inequality in the country,neg,Politics
Abstract thinking about lithiumion battery substitution Strictly Boardroom does some abstract thinking on lithium battery substitution risks,neg,Technology
US markets mixed Oct 1418 Agnico Eagle AngloGold Ashanti Newmont Goldcorp The Dow Jones Industrial Average fell 017 to 2677020 while the SP 500 Index rose 054 to 298620 Gold stayed relatively flat at US148960 per,neg,Economic
TSX slips Oct 1418 First Majestic Wesdome Alamos Gold Teck The SPTSX Composite Index fell 023 to 1637710 The SPTSX Global Mining Index lost 129 to 7348 and the SPTSX Global Base Metals Index dropped,neg,Economic
Copper iron bauxite facing major ESG challenges Experts say such challenges have the potential to significantly impact the global supply of metals,neg,ESR
Dam collapse kills at least 15 gold miners in Siberia Heavy rains had weakened the dam and water broke through sweeping away several cabins where the artisan miners lived,neg,Health
Protests expected against Teck Mitsubishis project in Peru A group of farmers is organizing a protest against the Zafranal copper project located in the Arequipa department,neg,Politics
Tin demand to decline  International Tin Association A survey indicates that many users are in the process of significantly running down their inventories this year,neg,Economic
ASX set to open lower Despite positive leads the Australian market is set to open weaker this morning,neg,Economic
Ebola concentrated in Congo mining area still an emergency  WHO Fifteen new confirmed cases were reported in North Kivu and Ituri provinces in the week to Oct 13,neg,Health
BHP faces stakeholder anger in London BHP faced unrest over deadly air pollution in Australia and water overuse in Colombia at its AGM,neg,ESR
Aeris cash reduced Drought causing concern while production and grades lower as expected,neg,Operation
Gold stocks again weak Alkane leads way while a couple of producers hit hard,neg,Economic
Nickel takes another hit Nickel was sold off again overnight with copper joining it in the sin bin,neg,Economic
Barrick misses quarterly gold output estimates on Tanzania curbs Mostly due to operational restrictions on its North Mara mine in Tanzania,neg,Operation
Americas coal country is heading for another wave of layoffs Global prices for coal shipped to power plants have plunged by more than onethird in the past year in both Europe and Asia,neg,Economic
St Barbara cuts production guidance at Gwalia gold mine shares tumble The Gwalia underground gold mine will produce between 175000 and 190000 ounces in full year 2020 instead of an initially expected 20000021000 ounces,neg,Operation
Northern Star seeing the big picture at Pogo Stock drops on weaker than expected quarter in Alaska,neg,Business
Chiles Codelco ditches green copper push eyes wider mine cleanup in two years The miner realized it would struggle to guarantee its coppers sustainability once it left the mine to be melted down and taken to market,neg,Business
Better December flagged after soft September quarter by Pantoro Gold production hit by drought and Wagtails shortfall,neg,Operation
News Wrap WAs measles outbreak reaches Pilbara mine site,neg,Health
Gold stocks wane Interest in Silver Lake one of the exceptions,neg,Economic
Miners sold down on ASX,neg,Economic
Global exploration recovery falters ,neg,Exploration
Nickel in the spotlight Nickel fell 6 overnight ahead of annual sector talkfest,neg,Economic
Nemaska Lithium announces layoffs Nemaska Lithium TSX NMX USOTC NMKEF plans to lay off 64 employees or about half of its staff after financing delays for its Whabouchi project,neg,Business
OceanaGold cuts output targets for 2019 on Philippines mine halt Guidance trimming follows the companys decision to suspend processing at Didipio,neg,Operation
ASX shrugs off negative sentiment Uncertainty surrounding trade deal still weighs,neg,Economic
Markets falter as China backpedals on trade deal US stocks slipped overnight as doubts emerged over its trade deal with China,neg,Politics
Workers at Teck Resources Chile mine to go on strike The mine located in central Chile about 350 kilometers north of Santiago produced about 15000 tonnes of copper in the quarter ended June 30,neg,Politics
Alamos Gold halts construction at Turkish project amid protests Thousands of Turks including opposition lawmakers have been protesting against the mine saying the company would use cyanide to extract gold contaminating the soil and waters of a nearby dam,neg,Politics
Gold stocks hammered as buyers focus on other ASX miners Positive sentiment around trade sees risk tone turned back on,neg,Economic
gold falls on partial optimism,neg,Economic
Editorial Funds demand more tailings transparency Less than a week after the Jan 25 tailings dam collapse at Vales Feijao iron ore mine in Brazil that killed 251 people and left,neg,Politics
Drummonds union leader attacked by gunmen in Colombia Several criminal groups operate in the area where Ricardo Rojas was attacked,neg,Crime
though gold patch down,neg,Economic
Ecuadors largest copper mine curbs operations amid protests EcuaCorriente said the closure is a precautionary measure while protests against an end to government fuel subsidies continue across the country,neg,Politics
SP slashes copper forecasts Firms 2020 price outlook for most metals below current levels,neg,Economic
Lithium battery dreams get a rude awakening in South America So far public and private initiatives in Argentina Bolivia Brazil and Chile have failed to deliver even a single lithium cell factory,neg,Technology
Majority of firms fail at conflict minerals due diligence A Responsible Sourcing Network study analyzed 215 companies disclosures,neg,Crime
Expert says lab results from PNG Ramu nickel spill alarming  report An investigation by the countrys Conservation and Environment Protection Authority CEPA is due to be made available in the next week,neg,ESR
Las Bambas copper mine likely to halt production within a week amid protests Perus largest copper minefield has declared partial force majeure,neg,Operation
Ecuador woes weigh on SolGolds shares projects future The companys value has halved since May when a proposed referendum on mining casted doubts on the miners future in the Andean country,neg,Business
Aussie market seesaws Big miners under pressure as unsteady market wobbles,neg,Economic
Blockade at Las Bambas copper mine in Peru puts output targets at risk Operations have been disrupted since Sept 22 with roadblocks stopping shipments from and supplies to the mine,neg,Politics
Melancholy to persist for the metals From copper to lithium worries abound The Outcrop by Robin Bromby,neg,Economic
Gold falls as Feds Kaplan says rate cuts should be restrained Federal Bank of Dallas President Robert Kaplan introduced some caution to investor enthusiasm that has sent gold holdings in ETFs to their longest streak of gains in a decade,neg,Economic
Cracks appear at Resolutes Syama Issue likely to impact production shares slump,neg,Business
RNC bets Higginsville mill mines worth cost of dilution RNC Minerals TSX RNX USOTC RNKLF chairman and CEO Paul Huet is like the hockey coach who takes over midseason because the team is underperforming,neg,Business
Venus sues DJs Spectrum over breaches of fiduciary and confidence Explorer stockbroker and directors target of action in Penny West dispute,neg,Business
News Wrap Mt Arthur coal mine casuals class action court case to continue Doubts about FMGs Simandou bid,neg,Business
